-2.5,0,2.5,2.5
-2.5,1.00401606425703,2.5,2.5
-2.5,2.00803212851406,2.5,2.5
-2.5,3.01204819277108,2.5,2.5
-2.5,4.01606425702811,2.5,2.5
-2.5,5.02008032128514,2.5,2.5
-2.5,6.02409638554217,2.5,2.5
-2.5,7.0281124497992,2.5,2.5
-2.5,8.03212851405623,2.5,2.5
-2.5,9.03614457831325,2.5,2.5
-2.5,10.0401606425703,2.5,2.5
-2.5,11.0441767068273,2.5,2.5
-2.5,12.0481927710843,2.5,2.5
-2.5,13.0522088353414,2.5,2.5
-2.5,14.0562248995984,2.5,2.5
-2.5,15.0602409638554,2.5,2.5
-2.5,16.0642570281125,2.5,2.5
-2.5,17.0682730923695,2.5,2.5
-2.5,18.0722891566265,2.5,2.5
-2.5,19.0763052208835,2.5,2.5
-2.5,20.0803212851406,2.5,2.5
-2.5,21.0843373493976,2.5,2.5
-2.5,22.0883534136546,2.5,2.5
-2.5,23.0923694779116,2.5,2.5
-2.5,24.0963855421687,2.5,2.5
-2.5,25.1004016064257,2.5,2.5
-2.5,26.1044176706827,2.5,2.5
-2.5,27.1084337349398,2.5,2.5
-2.5,28.1124497991968,2.5,2.5
-2.5,29.1164658634538,2.5,2.5
-2.5,30.1204819277108,2.5,2.5
-2.5,31.1244979919679,2.5,2.5
-2.5,32.1285140562249,2.5,2.5
-2.5,33.1325301204819,2.5,2.5
-2.5,34.136546184739,2.5,2.5
-2.5,35.140562248996,2.5,2.5
-2.5,36.144578313253,2.5,2.5
-2.5,37.14859437751,2.5,2.5
-2.5,38.1526104417671,2.5,2.5
-2.5,39.1566265060241,2.5,2.5
-2.5,40.1606425702811,2.5,2.5
-2.5,41.1646586345381,2.5,2.5
-2.5,42.1686746987952,2.5,2.5
-2.5,43.1726907630522,2.5,2.5
-2.5,44.1767068273092,2.5,2.5
-2.5,45.1807228915663,2.5,2.5
-2.5,46.1847389558233,2.5,2.5
-2.5,47.1887550200803,2.5,2.5
-2.5,48.1927710843374,2.5,2.5
-2.5,49.1967871485944,2.5,2.5
-2.5,50.2008032128514,2.5,2.5
-2.5,51.2048192771084,2.5,2.5
-2.5,52.2088353413655,2.5,2.5
-2.5,53.2128514056225,2.5,2.5
-2.5,54.2168674698795,2.5,2.5
-2.5,55.2208835341365,2.5,2.5
-2.5,56.2248995983936,2.5,2.5
-2.5,57.2289156626506,2.5,2.5
-2.5,58.2329317269076,2.5,2.5
-2.5,59.2369477911647,2.5,2.5
